uri,start_date,start,end,Act Avg,Act Min,Act Max,Cadence Min,Cadence Max,Cadence Avg,HR Avg,HR Min,HR Max,BR Avg,BR Min,BR Max,Energy Avg,Energyecg Avg,Energy Min,Energy Max,Energy Total,Tidalvolume Avg,Tidalvolume Min,Tidalvolume Max,MV Avg,MV Min,MV Max,Tidalvolume Adjusted Avg,Tidalvolume Adjusted Min,Tidalvolume Adjusted Max,MV Adjusted Avg,MV Adjusted Min,MV Adjusted Max,Steps,Speed (moving) Avg,Speed Max,Speed Avg,Altitude Gain,Altitude Loss,Distance,HRV (HF),HRVHF Norm Min,HRVHF Norm Max,HRVLF Norm Avg,HRVLF Avg,HRVHF Avg,RMSSD,Total Sleep Time,Sleep Efficiency,VO2 max,Heart Rate Recovery,Sleep Percent,Time To Fall Asleep,Sleep REM Time,Sleep Non REM Time,Sleep Wake Time
na,na,na,na,g,g,g,spm,spm,spm,bpm,bpm,bpm,rpm,rpm,rpm,watt,watt,watt,watt,J,L,L,L,L/min,L/min,L/min,L,L,L,L/min,L/min,L/min,rep,m/s,m/s,m/s,m,m,m,%,%,%,%,ms^2,ms^2,ms,s,%,ml/kg*min,bpm,%,s,s,s,s
/api/record/256697/,2022-11-12 00:17:26,427062334976,427063017616,0.2518733694419238,0.015625,1.1640625,30.0,162.0,104.03423160961398,101.72730682670668,63,144,30.40735183795949,10.0,77.0,220.84866337335265,312.97037587676107,58.671632249999995,504.1099999999998,588782.5365533582,0.4715647182569496,0.09295999999999999,2.03184,14.599474259954919,3.9574399999999996,52.08416,0.36274209096688437,0.0715076923076923,1.5629538461538461,11.230364815349938,3.0441846153846153,40.064738461538454,2483,,,,0,0,0,,,,,,,0,,,,,,0,0,0,0
